point_id,lat,long,idp_issueddate_iso,idp_validtime_iso,value,requested_on,url,category,centerx,centery,groupname,highps,idp_current_forecast,idp_fcst_hour,idp_filedate,idp_grb_elem,idp_grb_level,idp_ingestdate,idp_issueddate,idp_source,idp_subset,idp_time_series,idp_validendtime,idp_validtime,lowps,maxps,minps,name,objectid,productname,st_area_shape_,tag,zorder
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-11T15:00:00-08:00,2,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,1,11,1699721040000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699722193000,1699704000000,,CONUS,10011,1699747199000,1699743600000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B11,179471,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T07:00:00-08:00,3,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,9,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700351000,1699682400000,,CONUS,20009,1699718399000,1699714800000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B09,179396,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T08:00:00-08:00,2,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,10,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700360000,1699682400000,,CONUS,20010,1699721999000,1699718400000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B10,179397,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-11T17:00:00-08:00,7,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,1,13,1699721040000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699722216000,1699704000000,,CONUS,10013,1699754399000,1699750800000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B13,179473,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T09:00:00-08:00,2,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,11,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700369000,1699682400000,,CONUS,20011,1699725599000,1699722000000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B11,179398,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T10:00:00-08:00,2,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,12,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700377000,1699682400000,,CONUS,20012,1699729199000,1699725600000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B12,179399,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T11:00:00-08:00,5,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,13,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700386000,1699682400000,,CONUS,20013,1699732799000,1699729200000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B13,179400,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-11T18:00:00-08:00,17,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,1,14,1699721040000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699722225000,1699704000000,,CONUS,10014,1699757999000,1699754400000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B14,179474,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-11T19:00:00-08:00,14,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,1,15,1699721040000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699722233000,1699704000000,,CONUS,10015,1699761599000,1699758000000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B15,179475,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T12:00:00-08:00,2,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,14,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700394000,1699682400000,,CONUS,20014,1699736399000,1699732800000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B14,179401,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T14:00:00-08:00,3,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,16,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700412000,1699682400000,,CONUS,20016,1699743599000,1699740000000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B16,179403,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T15:00:00-08:00,2,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,17,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700431000,1699682400000,,CONUS,20017,1699747199000,1699743600000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B17,179404,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T16:00:00-08:00,6,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,18,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700440000,1699682400000,,CONUS,20018,1699750799000,1699747200000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B18,179405,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T17:00:00-08:00,7,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,19,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700448000,1699682400000,,CONUS,20019,1699754399000,1699750800000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B19,179406,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T18:00:00-08:00,17,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,20,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700457000,1699682400000,,CONUS,20020,1699757999000,1699754400000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B20,179407,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-12T01:00:00-08:00,3,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,1,21,1699721040000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699722302000,1699704000000,,CONUS,10021,1699783199000,1699779600000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B21,179481,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T19:00:00-08:00,13,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,21,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700466000,1699682400000,,CONUS,20021,1699761599000,1699758000000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B21,179408,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-11T04:00:00-08:00,2023-11-12T02:00:00-08:00,10,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,1,22,1699721040000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699722311000,1699704000000,,CONUS,10022,1699786799000,1699783200000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B22,179482,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T20:00:00-08:00,17,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,22,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700477000,1699682400000,,CONUS,20022,1699765199000,1699761600000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B22,179409,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T21:00:00-08:00,11,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,23,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700487000,1699682400000,,CONUS,20023,1699768799000,1699765200000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B23,179410,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T22:00:00-08:00,7,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,24,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700496000,1699682400000,,CONUS,20024,1699772399000,1699768800000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B24,179411,,0.0,Dataset,
Yosemite,37.7959,-119.6494,2023-11-10T22:00:00-08:00,2023-11-11T23:00:00-08:00,9,2023-11-11T20:38:10.685007800-08:00,https://mapservices.weather.noaa.gov/raster/rest/services/air_quality/ndgd_apm25_hr01_bc/ImageServer/identify?geometryType=esriGeometryPoint&f=json&returnCatalogItems=true&returnPixelValues=true&geometry=%7B%27x%27%3A+-119.6494%2C+%27y%27%3A+37.7959%2C+%27spatialReference%27%3A+%7B%27wkid%27%3A+4326%7D%7D&processAsMultiDimensional=false&returnGeometry=false,1,-11255777.50995,5033296.74205,,6496.668896110001,2,25,1699699380000," PMTF=""Particulate matter (fine) [µg/m^3]""", 1-SIGL,1699700505000,1699682400000,,CONUS,20025,1699775999000,1699772400000,6496.668896110001,12993337.792219998,0.0,ds_apm25h01_bc_B25,179412,,0.0,Dataset,
